# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		92022		2240		2118
1		63937		3510		2075
2		51968		4213		2074
3		47650		4639		2052
4		45697		4938		2059
5		44618		5146		2053
6		44100		5288		2044
7		43626		5417		2050
8		43098		5531		2046
9		42730		5608		2053
10		42517		5674		2047
11		42234		5742		2035
12		42156		5818		2050
13		42090		5880		2050
14		42027		5907		2050
15		41994		5947		2057
16		41947		5976		2053
17		41947		5999		2048
18		41897		6023		2045
19		41855		6037		2042
20		41816		6052		2044
21		41823		6073		2046
22		41807		6085		2047
23		41804		6096		2044
24		41795		6107		2041
25		41786		6122		2044
26		41782		6126		2045
27		41774		6130		2046
28		41752		6136		2044
29		41748		6140		2041
30		41746		6142		2043
31		41745		6143		2041
32		41746		6146		2041
33		41743		6147		2042
34		41747		6150		2039
35		41780		6159		2038
36		41775		6165		2039
37		41755		6168		2037
38		41756		6171		2038
39		41747		6174		2039
40		41757		6177		2042
41		41764		6181		2044
42		41755		6184		2042
43		41754		6187		2042
44		41753		6188		2042
45		41752		6190		2044
46		41744		6194		2041
47		41684		6200		2043
48		41683		6202		2043
49		41680		6207		2044
50		41676		6209		2043
51		41664		6213		2046
52		41664		6214		2045
53		41660		6216		2047
54		41661		6217		2047
55		41658		6219		2045
56		41657		6220		2045
57		41657		6220		2045
58		41657		6220		2045
59		41657		6220		2045
60		41655		6221		2046
61		41655		6221		2046
62		41655		6221		2046
63		41655		6221		2046
64		41655		6221		2046
65		41655		6221		2046
66		41655		6221		2046
67		41655		6221		2046
68		41655		6221		2046
69		41655		6225		2046
70		41654		6226		2045
71		41654		6226		2045
72		41654		6226		2045
73		41654		6226		2045
74		41654		6226		2045
75		41654		6226		2045
76		41654		6226		2045
77		41654		6226		2045
78		41654		6226		2045
79		41652		6229		2046
80		41652		6229		2046
81		41652		6229		2046
82		41646		6230		2046
83		41643		6232		2048
84		41643		6232		2048
85		41643		6232		2048
86		41643		6232		2048
87		41636		6233		2049
88		41636		6233		2049
89		41636		6233		2049
90		41636		6233		2049
91		41636		6233		2049
92		41636		6233		2049
93		41636		6233		2049
94		41636		6233		2049
95		41636		6233		2049
96		41636		6233		2049
97		41636		6233		2049
98		41634		6234		2049
99		41634		6234		2049
100		41634		6234		2049
101		41634		6234		2049
102		41634		6234		2049
103		41634		6234		2049
104		41634		6234		2049
105		41634		6234		2049
106		41636		6235		2048
107		41636		6235		2048
108		41636		6236		2047
109		41636		6236		2047
110		41636		6236		2047
111		41636		6236		2047
112		41636		6236		2047
113		41636		6236		2047
114		41636		6236		2047
115		41636		6236		2047
116		41636		6236		2047
117		41636		6236		2047
118		41636		6236		2047
119		41636		6236		2047
120		41636		6236		2047
121		41638		6237		2045
122		41634		6238		2046
123		41634		6238		2046
124		41634		6238		2046
125		41634		6238		2046
126		41634		6238		2046
127		41634		6238		2046
128		41634		6238		2046
129		41634		6238		2046
130		41634		6238		2046
131		41634		6238		2046
132		41634		6238		2046
133		41634		6238		2046
134		41634		6238		2046
135		41634		6238		2046
136		41634		6238		2046
137		41634		6238		2046
138		41634		6238		2046
139		41634		6238		2046
140		41634		6238		2046
141		41634		6238		2046
142		41634		6238		2046
143		41634		6238		2046
144		41634		6238		2046
145		41634		6238		2046
146		41634		6238		2046
147		41634		6238		2046
148		41634		6238		2046
149		41634		6238		2046
150		41634		6238		2046
151		41634		6238		2046
152		41634		6238		2046
153		41634		6238		2046
154		41634		6238		2046
155		41634		6238		2046
156		41634		6238		2046
157		41634		6238		2046
158		41634		6238		2046
159		41634		6238		2046
160		41634		6238		2046
161		41634		6238		2046
162		41634		6238		2046
163		41634		6238		2046
164		41634		6238		2046
165		41634		6238		2046
166		41634		6238		2046
167		41634		6238		2046
168		41634		6238		2046
169		41616		6241		2046
170		41615		6242		2046
171		41614		6243		2045
172		41614		6243		2045
173		41614		6243		2045
174		41614		6243		2045
175		41614		6243		2045
176		41614		6243		2045
177		41614		6243		2045
178		41614		6243		2045
179		41614		6243		2045
180		41614		6243		2045
181		41614		6243		2045
182		41614		6243		2045
183		41614		6243		2045
184		41614		6243		2045
185		41614		6243		2045
186		41614		6243		2045
187		41614		6243		2045
188		41614		6243		2045
189		41614		6243		2045
190		41614		6243		2045
191		41614		6243		2045
192		41614		6243		2045
193		41614		6243		2045
194		41614		6243		2045
195		41614		6243		2045
196		41614		6243		2045
197		41614		6243		2045
198		41614		6243		2045
199		41614		6243		2045
200		41614		6243		2045
201		41614		6243		2045
202		41614		6243		2045
203		41614		6243		2045
204		41614		6243		2045
205		41614		6243		2045
206		41614		6243		2045
207		41614		6243		2045
208		41614		6243		2045
209		41614		6243		2045
210		41614		6243		2045
211		41614		6243		2045
212		41614		6243		2045
213		41614		6243		2045
214		41614		6243		2045
215		41614		6243		2045
216		41614		6243		2045
217		41614		6243		2045
218		41614		6243		2045
219		41614		6243		2045
220		41614		6243		2045
221		41614		6243		2045
222		41614		6243		2045
223		41614		6243		2045
224		41614		6243		2045
225		41614		6243		2045
226		41614		6243		2045
227		41614		6243		2045
228		41614		6243		2045
229		41614		6243		2045
230		41613		6244		2044
231		41613		6244		2044
232		41613		6244		2044
233		41613		6244		2044
234		41613		6244		2044
235		41613		6244		2044
236		41613		6244		2044
237		41613		6244		2044
238		41613		6244		2044
239		41613		6244		2044
240		41613		6244		2044
241		41613		6244		2044
242		41613		6244		2044
243		41613		6244		2044
244		41613		6244		2044
245		41613		6244		2044
246		41613		6244		2044
247		41613		6244		2044
248		41613		6244		2044
249		41613		6244		2044
250		41613		6244		2044
251		41613		6244		2044
252		41613		6244		2044
253		41613		6244		2044
254		41613		6244		2044
255		41613		6244		2044
256		41613		6244		2044
257		41613		6244		2044
